pat_id, title, USPA#, date
pat1_889, Solar energy system, 4936290, June 26  1990, 
pat1_88, Solar collector, 8297274, October 30  2012, 
pat1_890, Multi-lever rim-drive heliostat, 4930493, June 5  1990, 
pat1_891, Container for accommodating a solar ray-collecting device, 4928666, May 29  1990, 
pat1_892, Outdoor toilet holding tank ventilation system, 4922557, May 8  1990, 
pat1_893, Baseboard for orthogonal chip mount, 4922378, May 1  1990, 
pat1_894, Container for accommodating a solar ray-collecting device, 4915093, April 10  1990, 
pat1_895, Light ray radiation stand, 4911511, March 27  1990, 
pat1_896, Solar collector having absorber plate formed by spraying molten metal, 4911353, March 27  1990, 
pat1_897, Swimming pool safety alarm, 4910498, March 20  1990, 
pat1_898, Marine transponder system, 4903243, February 20  1990, 
pat1_899, Solar powered ventilator, 4899645, February 13  1990, 
pat1_89, High-efficiency thin-film solar cells, 8294026, October 23  2012, 
pat1_8, Solar support structure, 8511007, August 20  2013, 
pat1_900, Deep well solar pump, 4898519, February 6  1990, 
pat1_901, Engine starter having planet reduction gear mechanism, 4891996, January 9  1990, 
pat1_902, Stand for a solar ray collecting device, 4890806, January 2  1990, 
pat1_903, Solar panel mounting assembly, 4890599, January 2  1990, 
pat1_904, Self contained collision avoidance light, 4890091, December 26  1989, 
pat1_905, Device for indicating hydroculture-related values, 4878043, October 31  1989, 
pat1_906, Support and maneuvering apparatus for solar energy receivers, 4875467, October 24  1989, 
pat1_907, Beam construction, 4875311, October 24  1989, 
pat1_908, Preheater for clothes dryer, 4875298, October 24  1989, 
pat1_909, Plant spinner, 4873790, October 17  1989, 
pat1_90, Barcode scanner, 8292184, October 23  2012, 
pat1_910, Combination table top football and hockey game, 4872679, October 10  1989, 
pat1_911, Temperature measurement apparatus for use in recreational and sporting activities, 4864763, September 12  1989, 
pat1_912, Two-dimensional piezoelectric transducer assembly, 4864179, September 5  1989, 
pat1_913, Integrated smoke and intrusion alarm system, 4862141, August 29  1989, 
pat1_914, Solar oven, 4848320, July 18  1989, 
pat1_915, Light rays radiation device for medical treatment, 4844069, July 4  1989, 
pat1_916, Mat with sound system, 4841587, June 27  1989, 
pat1_917, Portable misting fan, 4839106, June 13  1989, 
pat1_918, Automatic flow-control device, 4839039, June 13  1989, 
pat1_919, Solar module mounting arrangement using angle brackets, 4838951, June 13  1989, 
pat1_91, Backpack having a load compensating strap arrangement, 8281970, October 9  2012, 
pat1_920, Liquid-cooled sealed enclosure for concentrator solar cell and secondary lens, 4830678, May 16  1989, 
pat1_921, Outer glass pipes for solar heat collector pipes, 4827905, May 9  1989, 
pat1_922, Portable solar charged operated lamp having orientation switch for selectively energizing lamp based upon its physical orientation, 4823241, April 18  1989, 
pat1_923, Variable solar control window assembly, 4813198, March 21  1989, 
pat1_924, Bird feeder with scale, 4811694, March 14  1989, 
pat1_925, System for rating electric power transmission lines and equipment, 4806855, February 21  1989, 
pat1_926, Solar-energy collector, 4803972, February 14  1989, 
pat1_927, Solar ray energy radiating device for use in medical treatment, 4794925, January 3  1989, 
pat1_928, Motor-driven map holder, 4794715, January 3  1989, 
pat1_929, Solar cell powered clock having a decorative pendulum, 4791621, December 13  1988, 
pat1_92, Method and apparatus for arranging a solar cell and reflector, 8281782, October 9  2012, 
pat1_930, Removable protective vehicle windshield screen, 4790591, December 13  1988, 
pat1_931, Optical conductor cable supporting stand for a light ray radiation device used in medical treatment, 4790500, December 13  1988, 
pat1_932, Solar collector, 4789408, December 6  1988, 
pat1_933, Thermal insulating shades, 4784215, November 15  1988, 
pat1_934, Gate opening apparatus, 4782628, November 8  1988, 
pat1_935, Water temperature measurement apparatus, 4782617, November 8  1988, 
pat1_936, Ice fishing device, 4780979, November 1  1988, 
pat1_937, Automatic retractable shade, 4775180, October 4  1988, 
pat1_938, Support and maneuvering device, 4762298, August 9  1988, 
pat1_939, Auxiliary equipment for the thermostatic valve of a radiator, 4760954, August 2  1988, 
pat1_93, Environmental power generation device and associated methods, 8278868, October 2  2012, 
pat1_940, Solar heater for mounting on a boat, 4757803, July 19  1988, 
pat1_941, Reflector antenna and method of fabrication, 4755819, July 5  1988, 
pat1_942, Retrofittable insulating system for solar rooms, 4744403, May 17  1988, 
pat1_943, Solar collector storage system and method, 4739748, April 26  1988, 
pat1_944, Emergency warning signal, 4736186, April 5  1988, 
pat1_945, Solid state heat to electricity converter, 4733121, March 22  1988, 
pat1_946, Inflatable core orbital construction method and space station, 4730797, March 15  1988, 
pat1_947, Apparatus for automatically directing solar radiation focused by a reflector, 4730602, March 15  1988, 
pat1_948, Compact attic mounted solar heating pack assembly, RE32607, February 23  1988, 
pat1_949, Daylamp system, 4720170, January 19  1988, 
pat1_94, Integrated mounting pole system for communication and surveillance infrastructures, 8276322, October 2  2012, 
pat1_950, Light transmissive insulation apparatus, 4719902, January 19  1988, 
pat1_951, Modular solar generating system, 4718185, January 12  1988, 
pat1_952, Solar system simulator, 4713011, December 15  1987, 
pat1_953, Solar collector assembly and kit, 4706650, November 17  1987, 
pat1_954, Solar cooker, 4696285, September 29  1987, 
pat1_955, Energy conversion system, 4691075, September 1  1987, 
pat1_956, Geostationary communications satellite, 4690354, September 1  1987, 
pat1_957, Electronic equipment having a key input function, 4681987, July 21  1987, 
pat1_958, Solar powered headwear fan, 4680815, July 21  1987, 
pat1_959, Odometer for golf cart, 4680454, July 14  1987, 
pat1_95, Solar panel array sun tracking system, 8273978, September 25  2012, 
pat1_960, Method for producing a carrier material for the solar cells of a solar generator, 4680074, July 14  1987, 
pat1_961, Protective shield for a welders mask, 4679254, July 14  1987, 
pat1_962, Apparatus for mounting solar cells, 4677248, June 30  1987, 
pat1_963, Solar radiation collector, 4672948, June 16  1987, 
pat1_964, Artificial larynx, 4672673, June 9  1987, 
pat1_965, Semiconductor packaging and method, 4672421, June 9  1987, 
pat1_966, Solar generator mounting structure, 4668841, May 26  1987, 
pat1_967, Transparent photovoltaic module, 4663495, May 5  1987, 
pat1_968, Surface analyzer and method, 4659933, April 21  1987, 
pat1_969, Method and apparatus for improved aquaculture/mariculture, 4658757, April 21  1987, 
pat1_96, Roofing grommet forming a seal between a roof-mounted structure and a roof, 8272174, September 25  2012, 
pat1_970, Spacecraft to shuttle docking method and apparatus, 4657211, April 14  1987, 
pat1_971, Solar heat regulator, 4655195, April 7  1987, 
pat1_972, Apparatus for plant culture, 4653223, March 31  1987, 
pat1_973, Solar system, 4644933, February 24  1987, 
pat1_974, Solar panel module and support therefor, 4636577, January 13  1987, 
pat1_975, Solar control film, 4634637, January 6  1987, 
pat1_976, Solar ray collecting device for use in a spacecraft, 4634086, January 6  1987, 
pat1_977, Electric fishing reel, 4634072, January 6  1987, 
pat1_978, Modular ventilation system for vehicles, 4633767, January 6  1987, 
pat1_979, Buoy lantern system, 4626852, December 2  1986, 
pat1_97, Wafer level interconnection of inverted metamorphic multijunction solar cells, 8263853, September 11  2012, 
pat1_980, Solar collector assembly and kit, 4622951, November 18  1986, 
pat1_981, Annular solar panel, 4621616, November 11  1986, 
pat1_982, Solar heating and cooling diode module, 4615381, October 7  1986, 
pat1_983, Solar heat collector arrangement, 4615329, October 7  1986, 
pat1_984, Apparatus for controlling the directional orientation of a radiation receiver device to a light source, 4612488, September 16  1986, 
pat1_985, Solar wall panel, 4602615, July 29  1986, 
pat1_986, Interconnector attachment machine, 4602417, July 29  1986, 
pat1_987, Interiorly tensioned solar reflector, 4596238, June 24  1986, 
pat1_988, Light-bulb attached sign assembly, 4596083, June 24  1986, 
pat1_989, Solar generator mounting structure, 4594470, June 10  1986, 
pat1_98, Rack assembly for mounting solar modules, 8256170, September 4  2012, 
pat1_990, Solar powered vehicle, 4592436, June 3  1986, 
pat1_991, Focussing solar collector, 4590920, May 27  1986, 
pat1_992, Solar ray collecting device, 4589400, May 20  1986, 
pat1_993, Method of making solar heater, 4589186, May 20  1986, 
pat1_994, Well pumping unit, 4586879, May 6  1986, 
pat1_995, Reflective solar tracking system, 4586488, May 6  1986, 
pat1_996, Tracking device, 4585318, April 29  1986, 
pat1_997, Hemispheric solar panel, 4577620, March 25  1986, 
pat1_998, Light distribution and collection assemblies and methods, 4576436, March 18  1986, 
pat1_999, Ternary III-V multicolor solar cells containing a quaternary window layer and a quaternary transition layer, 4575577, March 11  1986, 
pat1_99, Antenna system for communications on-the-move, 8248318, August 21  2012, 
pat1_9, Building-integrated solar-panel roof element systems, 8511006, August 20  2013, 
pat2_100, Portable power and utility system, 8013567, September 6  2011, 
pat2_101, Resin bonded sorbent, 7989388, August 2  2011, 
pat2_102, Lead frame thermoplastic solar cell receiver, 7977777, July 12  2011, 
pat2_103, Solar powered rechargeable street light with tamper resistant networkable system, 7976180, July 12  2011, 
pat2_104, Integrated mounting system for communication and surveillance infrastructures, 7974079, July 5  2011, 
pat2_105, Photovoltaic solar panel mounting system, 7971398, July 5  2011, 
pat2_106, Solar energy collection system, 7968791, June 28  2011, 
pat2_107, Decorative reflective spinning device, 7954264, June 7  2011, 
pat2_108, Systems  methods  and apparatuses for stray voltage detection, 7944365, May 17  2011, 
pat2_109, Photovoltaic module connector assembly, 7938661, May 10  2011, 
pat2_10, Flat light concentration device with reduced thickness, 8497422, July 30  2013, 
pat2_110, Connection and junction box for a solar module, 7931488, April 26  2011, 
pat2_111, Formation of stretchable photovoltaic devices and carriers, 7923282, April 12  2011, 
pat2_112, Solar powered internally illuminated billboard, 7912590, March 22  2011, 
pat2_113, Extra electric energy for day-night cycle solar aircraft, 7898789, March 1  2011, 
pat2_114, Modular shade system with solar tracking panels, 7888587, February 15  2011, 
pat2_115, Solar powered irrigation machine, 7878429, February 1  2011, 
pat2_116, Planar solar concentrator power module, 7872192, January 18  2011, 
pat2_117, Continuous circuit overlay solar shingles, 7858874, December 28  2010, 
pat2_118, Passively cooled solar concentrating photovoltaic device, 7851693, December 14  2010, 
pat2_119, Modular electric powertrain for a vehicle, 7849945, December 14  2010, 
pat2_11, Mounting rail and power distribution system for use in a photovoltaic system, 8469735, June 25  2013, 
pat2_120, Multi-mode rain sensor, 7847255, December 7  2010, 
pat2_121, Unitized building integrated photovoltaic conversion module, 7845128, December 7  2010, 
pat2_122, Method for determining the position of a first moving component relative to a second component and device for applying said method, 7842913, November 30  2010, 
pat2_123, Systems and methods for remotely controlling an electrical load, 7839017, November 23  2010, 
pat2_124, Junction box for photovoltaic modules, 7824189, November 2  2010, 
pat2_125, Modular shade system, 7807918, October 5  2010, 
pat2_126, Solar tracker, 7799987, September 21  2010, 
pat2_127, Ventilated photovoltaic module frame, 7774998, August 17  2010, 
pat2_128, System for mounting a photovoltaic module to a surface, 7766292, August 3  2010, 
pat2_129, Pendulum actuated automatic leveler, 7752764, July 13  2010, 
pat2_12, System and method for utility pole distributed solar power generation, 8466581, June 18  2013, 
pat2_130, Integrated photoelectrochemical cell and system having a liquid electrolyte, 7750234, July 6  2010, 
pat2_131, Method of producing solar cell module, 7749351, July 6  2010, 
pat2_132, Method of manufacturing and installing a low profile mounting system, 7748175, July 6  2010, 
pat2_133, Constant force mechanical scribers and methods for using same in semiconductor processing applications, 7707732, May 4  2010, 
pat2_134, Shape memory alloy motor as incorporated into solar tracking mechanism, 7692091, April 6  2010, 
pat2_135, Rigid integrated photovoltaic roofing membrane and related methods of manufacturing same, 7678991, March 16  2010, 
pat2_136, Renewable energy system for electric vehicles, 7665553, February 23  2010, 
pat2_137, High efficiency solar powered fan, 7662035, February 16  2010, 
pat2_138, Inline inspection of photovoltaics for electrical defects, 7649365, January 19  2010, 
pat2_139, Electrical connector arrangement for knife contacts, 7648371, January 19  2010, 
pat2_13, Next generation photovoltaic solar panel piggyback mounting system, 8464478, June 18  2013, 
pat2_140, Revolutionary solar collecting system, 7640931, January 5  2010, 
pat2_141, Laminated solar concentrating photovoltaic device, 7638708, December 29  2009, 
pat2_142, Solar memorial marker, 7635196, December 22  2009, 
pat2_143, Electrical connecting apparatus for flat conductors, 7632109, December 15  2009, 
pat2_144, Photovoltaic concentrator modules and systems having a heat dissipating element located within a volume in which light rays converge from an optical concentrating element towards a photovoltaic receiver, 7622666, November 24  2009, 
pat2_145, Wind driven venturi turbine, 7615883, November 10  2009, 
pat2_146, Low profile mounting system, 7600349, October 13  2009, 
pat2_147, Method and apparatus for mounting photovoltaic modules, 7592537, September 22  2009, 
pat2_148, Communication system providing hybrid optical/wireless communications and related methods, 7583642, September 1  2009, 
pat2_149, Apparatus for mounting photovoltaic power generating systems on buildings, 7574842, August 18  2009, 
pat2_14, Optical sensor for medical device, 8463343, June 11  2013, 
pat2_150, Automated leveling apparatus, 7568291, August 4  2009, 
pat2_151, Modular shade system with solar tracking panels, 7557292, July 7  2009, 
pat2_152, Photovoltaic module with adjustable heat sink and method of fabrication, 7557290, July 7  2009, 
pat2_153, Tracking solar shelter, 7531741, May 12  2009, 
pat2_154, Method and apparatus for mounting an array of solar collectors, 7484507, February 3  2009, 
pat2_155, Rechargeable electronic device system and method for recharging an electronic device, 7471060, December 30  2008, 
pat2_156, Apparatus and method for mounting photovoltaic power generating systems on buildings, 7435897, October 14  2008, 
pat2_157, Photovoltaic module mounting clip with integral grounding, 7435134, October 14  2008, 
pat2_158, System for removably and adjustably mounting a device on a surface, 7434362, October 14  2008, 
pat2_159, Battery-operated wireless-communication apparatus and method, 7433655, October 7  2008, 
pat2_15, Quartz boat method and apparatus for thin film thermal treatment, 8461061, June 11  2013, 
pat2_160, Dock light, 7425086, September 16  2008, 
pat2_161, Photovoltaically powered cathodic protection system for automotive vehicle, 7422666, September 9  2008, 
pat2_162, Inverter design, 7397653, July 8  2008, 
pat2_163, Terrestrial solar array, 7381886, June 3  2008, 
pat2_164, Method and system for mounting photovoltaic material, 7365266, April 29  2008, 
pat2_165, Owner aware objects, 7336173, February 26  2008, 
pat2_166, Method and system for vision enhancement, 7334892, February 26  2008, 
pat2_167, Photovoltaic array, 7307209, December 11  2007, 
pat2_168, Ventilated photovoltaic module frame, 7297866, November 20  2007, 
pat2_169, Compact micro-concentrator for photovoltaic cells, 7297865, November 20  2007, 
pat2_16, Solar light apparatus and system, 8459826, June 11  2013, 
pat2_170, Apparatus and method for positioning a module on an object, 7260918, August 28  2007, 
pat2_171, Personal renewable-energy fueling and storage station for electric-powered vehicles, 7248018, July 24  2007, 
pat2_172, Photovoltaic powered multimedia greeting cards and smart cards, 7205473, April 17  2007, 
pat2_173, Bicycle with optional power assist, 7185726, March 6  2007, 
pat2_174, Shingle assembly with support bracket, 7155870, January 2  2007, 
pat2_175, Solar powered rainbow maker, 7153022, December 26  2006, 
pat2_176, Food cooking container with monitoring means for monitoring the operating temperature thereof, 7112765, September 26  2006, 
pat2_177, Power assisted recumbent bicycle and power unit, 7108097, September 19  2006, 
pat2_178, Intraocular implants, 7001427, February 21  2006, 
pat2_179, Medicament dispenser, 6981499, January 3  2006, 
pat2_17, Single axis solar tracking system, 8459249, June 11  2013, 
pat2_180, Photovoltaic panel mounting bracket, 6959517, November 1  2005, 
pat2_181, Enhanced visibility traffic signal, 6943698, September 13  2005, 
pat2_182, Solar cell module-mounting structure and solar cell module array, 6930238, August 16  2005, 
pat2_183, Retractable light & sound system, 6918680, July 19  2005, 
pat2_184, Inflatable multi-function parabolic reflector apparatus and methods of manufacture, 6897832, May 24  2005, 
pat2_185, Shingle system and method, 6883290, April 26  2005, 
pat2_186, Solar powered display, 6836985, January 4  2005, 
pat2_187, Photocurrent-generating fabric and support for such a fabric, 6812397, November 2  2004, 
pat2_188, Pressure-equalizing PV assembly and method, 6809253, October 26  2004, 
pat2_189, Method and apparatus for integrated-battery devices, 6805998, October 19  2004, 
pat2_18, Concentrated photovoltaic and thermal solar energy collector, 8455755, June 4  2013, 
pat2_190, MOUNTING STRUCTURE AND MOUNTING METHOD OF A PHOTOVOLTAIC ELEMENT  MOUNTING SUBSTRATE FOR MOUNTING A SEMICONDUCTOR ELEMENT THEREON AND METHOD FOR MOUNTING A SEMICONDUCTOR ELEMENT ON SAID MOUNTING SUBSTRATE, 6803514, October 12  2004, 
pat2_191, Photovoltaic power generating structure, 6800801, October 5  2004, 
pat2_192, Drive assembly for a covering of an architectural opening, 6781335, August 24  2004, 
pat2_193, Spotlight for use in illuminating ornamental displays, 6764197, July 20  2004, 
pat2_194, Apparatus and method for marking defective sections of laminate substrates, 6756606, June 29  2004, 
pat2_195, Aternating current photovoltaic building block, 6750391, June 15  2004, 
pat2_196, Method and apparatus for mounting a photovoltaic roofing material, 6730841, May 4  2004, 
pat2_197, Curb mount skylight and solar fan combination unit, 6695692, February 24  2004, 
pat2_198, Enhanced visibility traffic signal, 6693556, February 17  2004, 
pat2_199, Illumination sensor with spectral sensitivity corresponding to human luminosity characteristic, 6670597, December 30  2003, 
pat2_19, Methods and devices for assembling a terrestrial solar tracking photovoltaic array, 8453328, June 4  2013, 
pat2_1, Solar module mounting apparatus allowing for at least one degree of freedom, 8522490, September 3  2013, 
pat2_200, Substrate for mounting a semiconductor element thereon and semiconductor device comprising a semiconductor element mounted on said substrate, 6664597, December 16  2003, 
pat2_201, Shorting switch and system to eliminate arcing faults in power distribution equipment, 6657150, December 2  2003, 
pat2_202, Vision prosthesis, 6638304, October 28  2003, 
pat2_203, Combined solar electric power and liquid heat transfer collector panel, 6630622, October 7  2003, 
pat2_204, Photovoltaic array, 6617507, September 9  2003, 
pat2_205, Combination photovoltaic cell and RF antenna and method, 6590150, July 8  2003, 
pat2_206, Electric vehicle with photovoltaic roof assembly, 6586668, July 1  2003, 
pat2_207, Mounting apparatus and photovoltaic mounting system for a solar panel and method of mounting a solar panel, 6584737, July 1  2003, 
pat2_208, Mosquito guard, 6570494, May 27  2003, 
pat2_209, Pressure equalizing photovoltaic assembly and method, 6570084, May 27  2003, 
pat2_20, Photovoltaic module with removable wind deflector, 8448391, May 28  2013, 
pat2_210, High-concentration photovoltaic assembly for a utility-scale power generation system, 6559371, May 6  2003, 
pat2_211, Method and apparatus for determining the temperature of subterranean wells using fiber optic cable, 6557630, May 6  2003, 
pat2_212, Thermophotovoltaic generator in high temperature industrial process, 6538193, March 25  2003, 
pat2_213, Solar battery module and roofing material incorporating it, 6498289, December 24  2002, 
pat2_214, Photovoltaic cell module tile, 6489552, December 3  2002, 
pat2_215, Method and apparatus for measuring spatial uniformity of radiation, 6441896, August 27  2002, 
pat2_216, Passive heating and cooling system, 6357512, March 19  2002, 
pat2_217, Semicondonductor device and a process for the production thereof, 6320115, November 20  2001, 
pat2_218, Turbine roof ventilator, 6302778, October 16  2001, 
pat2_219, Solar-tracking system, 6284968, September 4  2001, 
pat2_21, Systems and methods for deployment and operation of unmanned aerial vehicles, 8439301, May 14  2013, 
pat2_220, Device for concentrating optical radiation, 6274860, August 14  2001, 
pat2_221, Method of manufacturing a solar cell receiver plate of a concentrator photovoltaic array, 6248949, June 19  2001, 
pat2_222, Structure and method of installing photovoltaic module, 6242685, June 5  2001, 
pat2_223, Solar tracker, 6239353, May 29  2001, 
pat2_224, Microcavity apparatus and systems for maintaining a microcavity over a macroscale area, 6232546, May 15  2001, 
pat2_225, Solar-cell module  process for its production  method for its installation  and electricity generation system making use of solar-cell module, 6218609, April 17  2001, 
pat2_226, Compact man-portable thermophotovoltaic battery charger, 6218607, April 17  2001, 
pat2_227, Solar battery modules  installation method thereof  and solar power generator using such modules, 6207889, March 27  2001, 
pat2_228, Automated application of photovoltaic cells to printed circuit boards, 6205656, March 27  2001, 
pat2_229, Vehicle window pet barrier, 6192628, February 27  2001, 
pat2_22, Mounting for a DC-AC converter and method for fitting a DC-AC converter, 8435064, May 7  2013, 
pat2_230, Photovoltaic building assembly with continuous insulation layer, 6148570, November 21  2000, 
pat2_231, Method of making solar collectors by in-situ encapsulation of solar cells, 6134784, October 24  2000, 
pat2_232, Method and apparatus for monitoring and control of laser emission wavelength, 6134253, October 17  2000, 
pat2_233, Method for manufacturing a solar cell module having photovoltaic cell sandwiched between covering materials, 6113718, September 5  2000, 
pat2_234, Photovoltaic module framing system with integral electrical raceways, 6111189, August 29  2000, 
pat2_235, Rotating reflective marker, 6109754, August 29  2000, 
pat2_236, Photovoltaic module with display indicator, 6107998, August 22  2000, 
pat2_237, Solar concentrator for heat and electricity, 6080927, June 27  2000, 
pat2_238, Roof mounting for photovoltaic modules, 6065255, May 23  2000, 
pat2_239, Vented cavity radiant barrier assembly and method, 6061978, May 16  2000, 
pat2_23, Solar concentrator apparatus with large  multiple  co-axial dish reflectors, 8430090, April 30  2013, 
pat2_240, Solar energy powered electric vehicle, 6021862, February 8  2000, 
pat2_241, Solar cell module having a back face reinforcing member covered by a resin and a process for the production of said solar cell module, 6008450, December 28  1999, 
pat2_242, Universal solar-powered sign illumination system, 6004002, December 21  1999, 
pat2_243, Optical shutter encoder system for repetitive device state condition detection, 5942751, August 24  1999, 
pat2_244, Combined solar collector and photovoltaic cells, 5935343, August 10  1999, 
pat2_245, Microarray for efficient energy generation for satellites, 5928437, July 27  1999, 
pat2_246, Device for concentrating optical radiation, 5877874, March 2  1999, 
pat2_247, Flexible microcircuits for internal light therapy, 5800478, September 1  1998, 
pat2_248, Solar cell powered smart card with integrated display and interface keypad, 5777903, July 7  1998, 
pat2_249, Solar generator, 5772792, June 30  1998, 
pat2_24, Adjustable modular roof for vehicles, 8419118, April 16  2013, 
pat2_251, Device for obtaining energy from sunlight with at least one solar collector, 5727585, March 17  1998, 
pat2_252, Vehicle top solar power generator, 5725062, March 10  1998, 
pat2_253, Flow meter system and method of using same, 5721383, February 24  1998, 
pat2_254, Light pipe with solar bulb energy conversion system, 5716442, February 10  1998, 
pat2_255, Micro personal digital assistant, 5708840, January 13  1998, 
pat2_256, Electrical charge control apparatus and method for photovoltaic energy conversion systems, 5703468, December 30  1997, 
pat2_257, Photovoltaic drive motor, 5610459, March 11  1997, 
pat2_258, Marine personnel rescue system and apparatus, 5597335, January 28  1997, 
pat2_259, Solar power system, 5573600, November 12  1996, 
pat2_25, Slider clip and photovoltaic structure mounting system, 8418984, April 16  2013, 
pat2_260, Photovoltaic module and a photovoltaic apparatus, 5571338, November 5  1996, 
pat2_261, Illuminated memorial assembly, 5564816, October 15  1996, 
pat2_262, Modular communication satellite, 5527001, June 18  1996, 
pat2_263, Portable power supply, 5522943, June 4  1996, 
pat2_264, Rotary cooker/smoker, 5515774, May 14  1996, 
pat2_265, Thermal imaging system with a monolithic focal plane array and method, 5512748, April 30  1996, 
pat2_266, Rotatably mounted skylight having reflectors, 5493824, February 27  1996, 
pat2_267, Audio and amplitude modulated photo data collection for speech recognition, 5473726, December 5  1995, 
pat2_268, Integral computer scanning system, 5416610, May 16  1995, 
pat2_269, Low-cost shuttle-derived space station, 5350138, September 27  1994, 
pat2_26, Switch sensing emergency lighting device, 8415901, April 9  2013, 
pat2_270, Motorized sunshade, 5339848, August 23  1994, 
pat2_271, Solid state memory device having optical data connections, 5274584, December 28  1993, 
pat2_272, Fragrance dispenser and method for fragrance dispensing, 5230837, July 27  1993, 
pat2_273, Solar powered light, 5217296, June 8  1993, 
pat2_274, Tumbler, 5197801, March 30  1993, 
pat2_275, Integration system for solar modules, 5180442, January 19  1993, 
pat2_276, Solar panel, 5164020, November 17  1992, 
pat2_277, Fiber-optic position sensor including photovoltaic bi-cell, 5149963, September 22  1992, 
pat2_278, Support for photovoltaic arrays, 5143556, September 1  1992, 
pat2_279, Photovoltaic panel support assembly, 5125608, June 30  1992, 
pat2_27, Photovoltaic structure mounting apparatus and system having a slider clip, 8413946, April 9  2013, 
pat2_280, Self contained solar powered strobe light, 5121307, June 9  1992, 
pat2_281, Terrestrial concentrator solar cell module, 5118361, June 2  1992, 
pat2_282, Illuminated display, 5065290, November 12  1991, 
pat2_283, Control circuit for a solar-powered rechargeable power source and load, 5041952, August 20  1991, 
pat2_284, Solar cell interconnection and packaging using tape carrier, 5021099, June 4  1991, 
pat2_285, Universal solar concentrator panel, 4999059, March 12  1991, 
pat2_286, Infra-red sensing system, 4987305, January 22  1991, 
pat2_287, Support for photovoltaic arrays, 4966631, October 30  1990, 
pat2_288, Frame flanges for mounting photovoltaic modules direct to roof structural framing, 4936063, June 26  1990, 
pat2_289, Optical remote control system, 4905309, February 27  1990, 
pat2_28, Modular solar panels with heat exchange, 8410350, April 2  2013, 
pat2_290, Solar powered ventilator, 4899645, February 13  1990, 
pat2_291, Spacecraft design enabling the compact nesting of multiple spacecraft in the launch vehicle, 4854526, August 8  1989, 
pat2_292, Liquid-cooled sealed enclosure for concentrator solar cell and secondary lens, 4830678, May 16  1989, 
pat2_293, Solar collector, 4789408, December 6  1988, 
pat2_294, Emergency vehicle warning and traffic control system, 4775865, October 4  1988, 
pat2_295, Sport shoe with melody emitting device, 4771556, September 20  1988, 
pat2_296, Modular solar generating system, 4718185, January 12  1988, 
pat2_297, Emergency vehicle warning and traffic control system, 4704610, November 3  1987, 
pat2_298, Energy conversion system, 4691075, September 1  1987, 
pat2_299, Roughness measuring apparatus, 4673818, June 16  1987, 
pat2_29, Photovoltaic module support system, 8407950, April 2  2013, 
pat2_2, Safety hatch system and egress, 8522487, September 3  2013, 
pat2_300, Transparent photovoltaic module, 4663495, May 5  1987, 
pat2_301, Photoelectrolysis method and means, 4650554, March 17  1987, 
pat2_302, Optical device for displaying a large two dimensional image, 4634882, January 6  1987, 
pat2_303, Integrated laser diode scanner, 4594600, June 10  1986, 
pat2_304, Solar generator mounting structure, 4594470, June 10  1986, 
pat2_305, Solar powered vehicle, 4592436, June 3  1986, 
pat2_306, Well pumping unit, 4586879, May 6  1986, 
pat2_307, Ternary III-V multicolor solar cells containing a quaternary window layer and a quaternary transition layer, 4575577, March 11  1986, 
pat2_308, Hot weather hat, 4551857, November 12  1985, 
pat2_309, Semiconductor device with composite lead wire, 4521801, June 4  1985, 
pat2_30, Methods of manufacturing a slider clip for holding a photovoltaic structure, 8407895, April 2  2013, 
pat2_310, Junction box for solar modules, 4460232, July 17  1984, 
pat2_311, Large scale integrated focal plane, 4451842, May 29  1984, 
pat2_312, Fan powered roof venting method and apparatus, 4432273, February 21  1984, 
pat2_313, Structural information detector, 4409842, October 18  1983, 
pat2_314, Ternary III-V multicolor solar cells and process of fabrication, 4404421, September 13  1983, 
pat2_315, Heat exchanger for concentrating solar collectors and method for making the heat exchanger, 4397303, August 9  1983, 
pat2_316, Apparatus for forming thin-film heterojunction solar cells employing materials selected from the class of I-III-VI.sub.2 chalcopyrite compounds, 4392451, July 12  1983, 
pat2_317, Natural energy extractor, 4369629, January 25  1983, 
pat2_318, Photoluminescent powered calculator, 4369498, January 18  1983, 
pat2_319, Solar hot water heater, 4367726, January 11  1983, 
pat2_31, Mounting support for a photovoltaic module, 8402703, March 26  2013, 
pat2_320, Apparatus for collecting solar energy at high altitudes and on floating structures, 4364532, December 21  1982, 
pat2_321, Process for mounting a protection diode on a vertical multijunction photovoltaic cell structure and photovoltaic cells obtained, 4348545, September 7  1982, 
pat2_322, Solar pond power plant, 4339626, July 13  1982, 
pat2_323, Method of making a solar panel, 4331492, May 25  1982, 
pat2_324, Solar tracking device, 4324225, April 13  1982, 
pat2_325, Servo-controlled solar tracking apparatus, 4321909, March 30  1982, 
pat2_326, Photovoltaic power generation, 4321416, March 23  1982, 
pat2_327, Multispectral light detection system, 4319830, March 16  1982, 
pat2_328, Optical encoder, 4319134, March 9  1982, 
pat2_329, Solar energy collector, 4304955, December 8  1981, 
pat2_32, Fiber optic security systems and methods of using the same, 8401354, March 19  2013, 
pat2_330, Focusing cover solar energy collector apparatus, 4297521, October 27  1981, 
pat2_331, Tracking booster and multiple mirror concentrator floating collector, 4296731, October 27  1981, 
pat2_332, Internal refractor focusing solar energy collector apparatus and method, 4284839, August 18  1981, 
pat2_333, Solar energy conversion unit, 4280853, July 28  1981, 
